"ITTER107","Territorio","TIPO_DATO35","Tipo dato","REATI_PS","Tipo di delitto","SEXISTAT1","Sesso","ETA1","Classe di età","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","VICTIM","numero di vittime di delitto","CORRUPUN18","corruzione di minorenne","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CORRUPUN18","corruzione di minorenne","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","CORRUPUN18","corruzione di minorenne","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","PROSTI","sfruttamento e favoreggiamento della prostituzione","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",45,,
"IT","Italia","VICTIM","numero di vittime di delitto","PROSTI","sfruttamento e favoreggiamento della prostituzione","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",2,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","PROSTI","sfruttamento e favoreggiamento della prostituzione","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",3,,
"IT","Italia","VICTIM","numero di vittime di delitto","PROSTI","sfruttamento e favoreggiamento della prostituzione","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","PORNO","pornografia minorile e detenzione di materiale pedopornografico","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",20,,
"IT","Italia","VICTIM","numero di vittime di delitto","PORNO","pornografia minorile e detenzione di materiale pedopornografico","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",2,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","PORNO","pornografia minorile e detenzione di materiale pedopornografico","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","PORNO","pornografia minorile e detenzione di materiale pedopornografico","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","THEFT","furti","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",1956,,
"IT","Italia","VICTIM","numero di vittime di delitto","THEFT","furti","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",104863,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","THEFT","furti","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",696,,
"IT","Italia","VICTIM","numero di vittime di delitto","THEFT","furti","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",79514,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BAGTHEF","furti con strappo","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",7,,
"IT","Italia","VICTIM","numero di vittime di delitto","BAGTHEF","furti con strappo","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",906,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BAGTHEF","furti con strappo","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",4,,
"IT","Italia","VICTIM","numero di vittime di delitto","BAGTHEF","furti con strappo","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",2073,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","PICKTHEF","furti con destrezza","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",74,,
"IT","Italia","VICTIM","numero di vittime di delitto","PICKTHEF","furti con destrezza","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",13399,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","PICKTHEF","furti con destrezza","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",62,,
"IT","Italia","VICTIM","numero di vittime di delitto","PICKTHEF","furti con destrezza","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",18975,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BURGTHEF","furti in abitazioni","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",151,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BURGTHEF","furti in abitazioni","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",46,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SHOPTHEF","furti in esercizi commerciali","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",333,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SHOPTHEF","furti in esercizi commerciali","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",233,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","VEHITHEF","furti in auto in sosta","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",47,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","VEHITHEF","furti in auto in sosta","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",4,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ARTTHEF","furti di opere d'arte e materiale archeologico","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",5,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ARTTHEF","furti di opere d'arte e materiale archeologico","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","TRUCKTHEF","furti di automezzi pesanti trasportanti merci","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",1,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","TRUCKTHEF","furti di automezzi pesanti trasportanti merci","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MOPETHEF","furti di ciclomotori","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",2,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MOPETHEF","furti di ciclomotori","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MOTORTHEF","furti di motocicli","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",4,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MOTORTHEF","furti di motocicli","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CARTHEF","furti di autovetture","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",27,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CARTHEF","furti di autovetture","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",4,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ROBBER","rapine","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",127,,
"IT","Italia","VICTIM","numero di vittime di delitto","ROBBER","rapine","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",1210,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ROBBER","rapine","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",17,,
"IT","Italia","VICTIM","numero di vittime di delitto","ROBBER","rapine","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",917,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","HOUSEROB","rapine in abitazione","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",5,,
"IT","Italia","VICTIM","numero di vittime di delitto","HOUSEROB","rapine in abitazione","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",292,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","HOUSEROB","rapine in abitazione","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",2,,
"IT","Italia","VICTIM","numero di vittime di delitto","HOUSEROB","rapine in abitazione","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",337,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BANKROB","rapine in banca","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",21,,
"IT","Italia","VICTIM","numero di vittime di delitto","BANKROB","rapine in banca","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",1,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BANKROB","rapine in banca","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",1,,
"IT","Italia","VICTIM","numero di vittime di delitto","BANKROB","rapine in banca","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",1,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","POSTROB","rapine in uffici postali","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",10,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","POSTROB","rapine in uffici postali","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SHOPROB","rapine in esercizi commerciali","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",25,,
"IT","Italia","VICTIM","numero di vittime di delitto","SHOPROB","rapine in esercizi commerciali","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",75,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SHOPROB","rapine in esercizi commerciali","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",1,,
"IT","Italia","VICTIM","numero di vittime di delitto","SHOPROB","rapine in esercizi commerciali","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",54,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","STREETROB","rapine in pubblica via","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",27,,
"IT","Italia","VICTIM","numero di vittime di delitto","STREETROB","rapine in pubblica via","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",595,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","STREETROB","rapine in pubblica via","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",4,,
"IT","Italia","VICTIM","numero di vittime di delitto","STREETROB","rapine in pubblica via","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",405,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","EXTORT","estorsioni","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",181,,
"IT","Italia","VICTIM","numero di vittime di delitto","EXTORT","estorsioni","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",862,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","EXTORT","estorsioni","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",34,,
"IT","Italia","VICTIM","numero di vittime di delitto","EXTORT","estorsioni","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",427,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SWINCYB","truffe e frodi informatiche","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",2346,,
"IT","Italia","VICTIM","numero di vittime di delitto","SWINCYB","truffe e frodi informatiche","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",18580,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SWINCYB","truffe e frodi informatiche","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",589,,
"IT","Italia","VICTIM","numero di vittime di delitto","SWINCYB","truffe e frodi informatiche","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",11709,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CYBERCRIM","delitti informatici","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",35,,
"IT","Italia","VICTIM","numero di vittime di delitto","CYBERCRIM","delitti informatici","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",1018,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CYBERCRIM","delitti informatici","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",4,,
"IT","Italia","VICTIM","numero di vittime di delitto","CYBERCRIM","delitti informatici","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",398,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","COUNTER","contraffazione di marchi e prodotti industriali","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",175,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","COUNTER","contraffazione di marchi e prodotti industriali","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",21,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","INTPROP","violazione della proprietà intellettuale","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",23,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","INTPROP","violazione della proprietà intellettuale","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",9,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","RECEIV","ricettazione","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",583,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","RECEIV","ricettazione","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",89,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MONEYLAU","riciclaggio e impiego di denaro, beni o utilità di provenienza illecita","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",139,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MONEYLAU","riciclaggio e impiego di denaro, beni o utilità di provenienza illecita","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",27,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","USURY","usura","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",49,,
"IT","Italia","VICTIM","numero di vittime di delitto","USURY","usura","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",16,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","USURY","usura","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",9,,
"IT","Italia","VICTIM","numero di vittime di delitto","USURY","usura","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",11,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","DAMAGE","danneggiamenti","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",1167,,
"IT","Italia","VICTIM","numero di vittime di delitto","DAMAGE","danneggiamenti","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",23882,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","DAMAGE","danneggiamenti","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",248,,
"IT","Italia","VICTIM","numero di vittime di delitto","DAMAGE","danneggiamenti","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",9498,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ARSON","incendi","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",192,,
"IT","Italia","VICTIM","numero di vittime di delitto","ARSON","incendi","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",459,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ARSON","incendi","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",26,,
"IT","Italia","VICTIM","numero di vittime di delitto","ARSON","incendi","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",197,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","FOREARS","incendi boschivi","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",99,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","FOREARS","incendi boschivi","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",14,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","DAMARS","danneggiamento seguito da incendio","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",41,,
"IT","Italia","VICTIM","numero di vittime di delitto","DAMARS","danneggiamento seguito da incendio","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",878,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","DAMARS","danneggiamento seguito da incendio","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",5,,
"IT","Italia","VICTIM","numero di vittime di delitto","DAMARS","danneggiamento seguito da incendio","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",356,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","DRUG","normativa sugli stupefacenti","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",406,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","DRUG","normativa sugli stupefacenti","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",65,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ATTACK","attentati","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",7,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ATTACK","attentati","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",1,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CRIMASS","associazione per delinquere","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",297,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CRIMASS","associazione per delinquere","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",37,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MAFIASS","associazione di tipo mafioso","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",75,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MAFIASS","associazione di tipo mafioso","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",4,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SMUGGL","contrabbando","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",18,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SMUGGL","contrabbando","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",5,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","OTHCRIM","altri delitti","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",17352,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","OTHCRIM","altri delitti","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",3996,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","TOT","totale","1","maschi","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",33404,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","TOT","totale","2","femmine","Y_GE65","65 anni e più","ITL","italiano-a","2019","2019",7732,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MASSMURD","strage","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MASSMURD","strage","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","INTENHOM","omicidi volontari consumati","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",8,,
"IT","Italia","VICTIM","numero di vittime di delitto","INTENHOM","omicidi volontari consumati","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","INTENHOM","omicidi volontari consumati","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",1,,
"IT","Italia","VICTIM","numero di vittime di delitto","INTENHOM","omicidi volontari consumati","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ROBBHOM","omicidi volontari consumati a scopo di furto o rapina","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",1,,
"IT","Italia","VICTIM","numero di vittime di delitto","ROBBHOM","omicidi volontari consumati a scopo di furto o rapina","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ROBBHOM","omicidi volontari consumati a scopo di furto o rapina","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","ROBBHOM","omicidi volontari consumati a scopo di furto o rapina","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MAFIAHOM","omicidi volontari consumati di tipo mafioso","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",1,,
"IT","Italia","VICTIM","numero di vittime di delitto","MAFIAHOM","omicidi volontari consumati di tipo mafioso","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MAFIAHOM","omicidi volontari consumati di tipo mafioso","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","MAFIAHOM","omicidi volontari consumati di tipo mafioso","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","TERRORHOM","omicidi volontari consumati a scopo terroristico","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","TERRORHOM","omicidi volontari consumati a scopo terroristico","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","TERRORHOM","omicidi volontari consumati a scopo terroristico","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","TERRORHOM","omicidi volontari consumati a scopo terroristico","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ATTEMPHOM","tentati omicidi","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",23,,
"IT","Italia","VICTIM","numero di vittime di delitto","ATTEMPHOM","tentati omicidi","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",15,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ATTEMPHOM","tentati omicidi","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",4,,
"IT","Italia","VICTIM","numero di vittime di delitto","ATTEMPHOM","tentati omicidi","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",3,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","INFANTHOM","infanticidi","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","INFANTHOM","infanticidi","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MANSHOM","omicidi preterintenzionali","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",2,,
"IT","Italia","VICTIM","numero di vittime di delitto","MANSHOM","omicidi preterintenzionali","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MANSHOM","omicidi preterintenzionali","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",1,,
"IT","Italia","VICTIM","numero di vittime di delitto","MANSHOM","omicidi preterintenzionali","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","UNINTHOM","omicidi colposi","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",1,,
"IT","Italia","VICTIM","numero di vittime di delitto","UNINTHOM","omicidi colposi","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",25,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","UNINTHOM","omicidi colposi","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","UNINTHOM","omicidi colposi","2","femmine","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",9,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ROADHOM","omicidi colposi da incidente stradale","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","ROADHOM","omicidi colposi da incidente stradale","1","maschi","Y14-17","14-17 anni","ITL","italiano-a","2019","2019",23,,
